Longitude,Latitude,Number_of_Vehicles,Number_of_Casualties,Day_of_Week,Time,1st_Road_Class,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Accident_Severity
-0.167984,51.427855,2,2,3,15,3,6,30,1,1,1,1,3
-0.186885,51.437321,2,1,7,11,3,6,30,1,9,1,1,3
-0.14419,51.422175,1,1,2,7,3,6,30,5,1,4,1,3
-0.185755,51.433167,2,1,1,13,4,6,30,1,1,1,1,3
-0.181995,51.459008,1,1,3,9,3,7,30,1,2,2,1,3
-0.189394,51.443026,1,1,5,9,3,6,30,1,1,1,1,3
-0.156618,51.46005,2,2,4,9,3,6,30,1,1,2,1,3
-0.223244,51.468094,2,1,5,18,4,6,30,4,1,2,1,3
-0.170381,51.425464,2,1,7,17,3,6,30,1,2,2,1,3
-0.2172,51.460628,2,1,4,8,3,6,30,1,1,1,1,3
-0.2104,51.454139,1,1,3,9,3,6,30,1,1,2,1,3
-0.157099,51.437396,1,1,7,17,3,6,30,4,1,1,1,3
-0.212467,51.463883,2,1,3,9,3,6,30,1,1,2,1,3
-0.210491,51.459177,2,1,7,10,3,6,30,1,1,1,1,3
-0.148331,51.476287,1,1,5,15,3,6,30,1,1,1,1,3
-0.173456,51.449343,1,1,5,17,3,6,30,4,1,1,1,3
-0.173419,51.475511,1,1,5,16,4,6,30,4,2,2,1,3
-0.241381,51.449482,2,1,5,14,6,6,30,1,1,1,1,3
-0.149554,51.442493,1,1,6,9,4,6,30,1,1,1,1,3
-0.148571,51.47746,2,1,7,14,3,6,30,1,1,1,1,2
-0.196964,51.440804,2,1,6,19,3,6,30,4,1,1,1,3
-0.168066,51.443773,2,1,2,8,3,6,30,1,1,1,1,3
-0.163568,51.448289,2,1,3,8,4,6,30,1,1,1,1,3
-0.174506,51.44828,2,1,5,10,6,1,30,1,1,1,1,3
-0.240936,51.449835,2,1,4,19,3,6,30,4,1,1,1,3
-0.222848,51.448663,2,1,4,15,3,1,30,1,1,1,1,3
-0.172318,51.423786,2,1,3,12,3,6,30,1,1,1,1,3
-0.243949,51.465078,2,1,7,6,3,6,30,4,1,1,1,3
-0.179535,51.426776,2,1,5,17,5,6,30,4,2,2,1,3
-0.219391,51.467226,2,1,5,8,6,6,30,1,1,2,1,3
-0.15231,51.4384,2,1,4,13,6,6,30,1,1,1,1,3
-0.148318,51.473049,2,1,2,18,3,6,30,4,1,2,1,3
-0.178674,51.46651,2,1,1,20,3,3,30,4,1,1,1,3
-0.152819,51.443624,1,1,4,12,3,6,30,1,1,1,1,3
-0.151109,51.475251,2,1,6,18,3,6,30,4,1,1,1,2
-0.189601,51.448694,1,1,3,12,3,6,30,1,1,1,1,3
-0.158289,51.436426,2,1,4,19,3,6,30,4,1,1,1,3
-0.158122,51.458455,2,1,6,17,6,6,30,4,1,2,1,3
-0.174891,51.424186,2,2,7,16,5,6,30,4,1,1,1,3
-0.152973,51.443357,1,1,6,9,3,3,30,1,1,1,1,2
-0.165346,51.472148,1,1,2,16,3,6,30,4,1,2,1,3
-0.186309,51.462762,2,1,2,16,3,6,30,1,1,1,1,3
-0.153976,51.432761,2,1,4,19,3,6,30,4,1,1,1,3
-0.148142,51.448946,1,1,2,20,3,6,30,4,1,1,1,3
-0.209214,51.458708,2,1,3,21,3,6,30,4,2,2,1,2
-0.19343,51.453789,1,1,7,1,6,2,30,4,8,2,1,3
-0.205926,51.461805,2,1,7,0,3,6,30,4,1,2,1,3
-0.170209,51.440569,2,1,6,10,6,6,30,1,1,1,1,3
-0.191318,51.452588,1,1,3,21,3,6,30,4,1,1,1,3
-0.192656,51.458813,3,1,6,12,3,3,30,1,1,2,1,3
-0.21273,51.449769,1,1,3,17,6,6,30,4,2,2,1,3
-0.201232,51.456697,2,1,6,20,3,6,30,4,2,2,1,3
-0.189425,51.456785,2,2,3,7,3,2,30,4,1,1,1,3
-0.234521,51.444523,2,1,4,11,3,3,50,1,8,1,1,3
-0.173943,51.429926,1,1,5,9,3,6,30,1,1,1,1,3
-0.234822,51.444168,1,1,4,17,3,3,50,4,1,1,1,3
-0.191446,51.456636,3,1,5,12,3,2,30,1,1,1,1,3
-0.167139,51.427392,1,1,4,9,3,6,30,1,1,1,1,3
-0.150905,51.444673,2,1,3,18,4,6,30,4,1,1,1,3
-0.242241,51.449585,2,1,4,9,6,6,30,1,1,1,1,3
-0.148342,51.476017,3,2,6,18,3,6,30,4,2,2,1,3
-0.169159,51.463215,1,2,7,13,3,3,30,1,1,1,1,3
-3.445549,50.69413,2,1,4,17,3,3,70,1,1,1,2,3
-3.454777,50.708675,2,1,2,8,3,6,40,1,1,1,2,3
-3.454072,50.708773,1,1,7,13,3,1,30,1,1,1,2,3
-3.455519,50.709745,1,1,1,11,6,6,30,1,1,2,2,2
-3.438362,50.709148,1,1,7,18,6,6,30,1,1,1,2,3
-3.450646,50.73085,2,1,3,15,6,7,40,1,1,1,2,3
-3.432816,50.708407,2,2,4,14,3,6,60,1,1,1,2,2
-3.433385,50.70849,2,2,3,17,3,6,40,1,1,1,2,3
-3.438496,50.708877,2,2,3,16,3,6,40,1,1,1,2,2
-3.081199,50.889092,2,1,4,11,3,6,50,1,1,1,2,2
-3.087023,50.882743,3,4,2,15,3,6,50,1,1,1,2,1
-3.094241,50.863161,1,1,1,16,3,6,30,1,1,1,2,2
-3.087093,50.867454,1,3,7,22,3,6,60,6,1,1,2,3
-3.074332,50.850126,2,2,5,15,6,6,60,1,4,2,2,3
-3.103043,50.868833,1,3,6,2,3,6,60,6,1,4,2,3
-3.14406,50.837592,2,1,2,21,6,6,60,1,1,1,2,2
-3.136482,50.841354,2,3,3,13,3,6,50,1,1,1,2,1
-3.042424,50.737823,2,1,7,10,3,6,60,1,2,2,2,1
-3.033947,50.745452,2,2,5,18,3,6,40,1,1,1,2,3
-3.024535,50.755787,2,3,3,14,3,6,30,1,1,2,2,2
-3.038578,50.743343,1,1,4,19,3,6,50,1,1,1,2,2
-3.024298,50.757948,2,3,5,10,3,6,60,1,1,1,2,1
-3.405373,50.823136,8,6,5,20,1,3,70,6,2,2,2,1
-3.478053,51.203812,4,2,3,14,6,6,30,1,1,1,1,3
-2.953227,51.110977,1,1,6,16,3,6,60,6,1,2,2,3
-0.223458,51.447773,2,1,6,13,3,1,30,1,1,1,1,3
-0.209626,51.444505,1,1,7,13,6,6,30,1,1,1,1,3
-0.164803,51.464136,1,1,7,18,3,9,30,4,9,1,1,3
-0.187444,51.441377,2,1,4,9,3,6,30,1,8,1,1,3
-0.238238,51.448896,2,1,4,7,3,6,30,1,1,1,1,3
-0.16709,51.47892,2,1,4,22,5,6,30,4,1,1,1,3
-0.161681,51.420022,1,1,5,16,3,6,30,4,1,1,1,3
-0.187102,51.457289,3,1,6,19,3,6,30,4,1,1,1,3
-0.169749,51.466461,2,2,6,13,5,6,30,1,1,1,1,3
-0.204281,51.456024,2,1,1,18,3,6,30,4,1,1,1,3
-0.158285,51.436516,2,1,5,8,3,6,30,1,1,2,1,3
-0.22114,51.414825,2,1,4,15,5,6,30,4,1,1,1,3
-0.170727,51.442016,2,1,3,18,4,6,30,4,2,2,1,3
-0.173563,51.475513,2,2,6,12,4,6,30,1,1,1,1,3
-0.189387,51.443205,2,1,4,9,3,6,30,1,1,1,1,3
-0.160031,51.461093,2,1,6,18,3,3,30,4,1,1,1,2
-0.179528,51.426956,1,1,6,12,5,6,30,1,1,1,1,3
-0.232798,51.451871,2,1,2,12,5,1,30,1,1,1,1,2
-0.156624,51.424169,2,2,3,15,6,6,30,4,1,1,1,3
-0.198687,51.459176,2,1,2,23,3,6,30,4,1,2,1,3
-0.244603,51.440538,2,1,3,17,3,3,40,4,1,1,1,3
-0.189962,51.450498,2,1,6,7,3,6,30,1,1,1,1,3
-0.226691,51.468326,2,1,2,21,4,6,30,4,1,1,1,2
-0.181153,51.429499,2,1,5,7,5,6,30,1,1,1,1,3
-0.243888,51.462919,2,1,7,17,3,6,30,7,1,1,1,3
-0.16218,51.447008,1,1,4,19,6,6,30,4,1,2,1,3
-0.151919,51.444509,2,1,4,8,3,6,30,1,1,1,1,3
-0.212912,51.459843,2,1,5,15,3,6,30,4,1,1,1,3
-0.155579,51.421545,1,1,3,13,5,6,30,1,1,1,1,3
-0.17284,51.42874,1,1,4,16,6,6,30,1,1,1,1,3
-0.214597,51.464635,1,1,4,17,3,6,30,4,1,1,1,3
-0.139974,51.430381,1,1,3,14,3,6,30,1,8,2,1,2
-0.218319,51.457767,2,1,1,19,3,6,30,4,2,2,1,3
-0.156067,51.43801,2,1,5,16,6,6,30,4,1,2,1,3
-0.191604,51.448995,2,1,7,12,6,2,30,1,1,1,1,3
-0.185162,51.433608,3,1,1,15,3,1,30,1,1,1,1,3
-0.190004,51.456704,2,1,7,10,3,3,30,1,1,1,1,3
-0.217042,51.460985,1,1,3,15,3,6,30,1,1,1,1,3
-0.159903,51.435642,2,1,2,14,3,6,30,1,1,1,1,2
-0.199922,51.449752,2,1,4,16,3,1,30,1,1,1,1,3
-0.156776,51.434693,2,1,5,10,3,6,30,1,2,2,1,3
-0.243307,51.459313,2,1,6,9,3,6,30,1,1,1,1,3
-0.169928,51.425997,2,1,5,16,3,6,30,1,1,1,1,3
-0.210986,51.453879,2,1,2,15,3,6,30,4,1,1,1,3
-0.161501,51.446009,1,1,1,15,6,6,30,1,1,1,1,3
-0.254841,51.455079,2,1,6,18,6,6,30,1,2,2,1,3
-0.212158,51.453357,2,1,6,10,3,3,30,1,1,1,1,3
-0.148919,51.447519,1,2,7,15,3,6,30,1,8,1,1,3
-0.159763,51.43555,2,1,5,8,3,6,30,1,1,1,1,3
-0.219554,51.455628,2,2,3,6,3,6,30,1,1,1,1,3
-0.184503,51.461115,1,1,3,20,3,7,40,1,1,1,1,3
-0.162638,51.464282,2,1,5,6,3,6,30,4,1,1,1,3
-0.235602,51.446338,2,1,3,9,3,6,30,1,1,1,1,3
-0.167854,51.463464,1,1,6,16,5,6,30,1,1,1,1,3
-0.198611,51.446495,2,1,2,15,3,6,30,1,1,1,1,3
-0.172947,51.429641,1,1,2,17,3,6,30,4,1,1,1,2
-0.208703,51.449707,2,1,6,17,6,6,30,1,1,1,1,3
-0.148178,51.472957,2,1,6,17,4,6,30,1,2,2,1,3
-0.246614,51.451899,2,2,2,8,6,6,30,1,1,1,1,3
-0.163572,51.448199,2,1,2,8,4,6,30,1,1,1,1,3
-0.194881,51.457139,2,1,6,15,3,6,30,1,1,1,1,3
-0.171778,51.462536,1,1,6,18,3,6,30,4,1,1,1,3
-0.16421,51.425098,1,1,5,11,3,6,30,1,1,1,1,3
-0.38282,51.507452,1,1,3,9,6,6,30,1,1,1,1,3
-0.38339,51.540193,2,3,4,21,3,3,40,4,1,2,1,3
-0.357806,51.509802,2,2,6,16,3,3,30,1,1,1,1,3
-0.349063,51.536387,2,1,4,1,3,3,40,4,1,1,1,3
-0.364538,51.523026,2,1,5,8,6,6,30,1,1,1,1,3
-0.387248,51.512639,2,2,2,22,3,6,30,4,1,1,1,3
-0.36008,51.554796,2,1,5,7,3,1,30,1,1,1,1,3
-0.382235,51.511761,2,1,6,13,3,6,30,1,1,1,1,3
-0.266634,51.50849,1,1,6,8,5,6,30,1,1,1,1,3
-0.344795,51.518882,2,1,7,20,6,6,30,4,1,1,1,3
-0.355207,51.509946,2,1,4,8,3,6,30,1,1,1,1,3
-0.370167,51.510694,2,1,7,13,3,3,30,1,1,1,1,3
-0.314817,51.499301,2,1,2,8,4,6,30,1,1,1,1,3
-0.388386,51.537564,1,1,2,8,3,6,30,1,1,1,1,3
-0.264921,51.519436,2,2,2,10,3,6,30,1,1,1,1,3
-0.316432,51.502382,2,2,7,18,4,6,30,4,1,1,1,3
-0.281476,51.508529,1,1,4,20,3,6,30,4,1,1,1,3
-0.291447,51.511642,1,1,7,18,3,6,30,4,2,2,1,2
-0.36254,51.510408,2,1,5,19,3,6,30,4,1,1,1,3
-0.270058,51.513217,2,1,1,9,3,6,30,1,1,1,1,3
-0.316695,51.522618,2,2,3,20,4,6,30,4,1,1,1,3
-0.355226,51.509407,2,2,4,18,3,6,30,4,1,1,1,3
-0.391873,51.536802,1,1,5,22,6,6,30,4,1,1,1,3
-0.31178,51.491793,3,4,1,14,4,6,30,1,1,1,1,2
-0.387686,51.500235,2,3,7,22,5,6,30,4,1,1,1,3
-0.338472,51.506473,2,1,1,16,3,6,30,1,1,1,1,3
-0.376494,51.543514,3,1,7,14,3,6,30,1,1,1,1,3
-0.355194,51.502302,3,1,2,17,6,6,30,4,1,1,1,3
-0.319581,51.51079,1,1,4,13,3,6,30,1,1,1,1,3
-0.391053,51.535532,3,2,3,19,3,1,30,4,2,2,1,3
-0.326829,51.509634,2,1,3,19,6,6,30,4,1,1,1,3
-0.399418,51.547786,2,1,4,13,3,3,30,1,1,1,1,3
-0.340132,51.508385,3,3,3,11,3,3,30,1,1,1,1,3
-0.318811,51.504304,2,1,5,17,4,6,30,1,1,1,1,3
-0.326978,51.52915,3,1,1,22,4,6,30,4,2,2,1,3
-0.25513,51.504093,2,1,6,16,6,2,30,1,1,1,1,3
-0.378518,51.506853,2,1,4,14,3,6,30,1,1,1,1,3
-0.318911,51.532902,2,1,6,22,3,3,30,4,1,1,1,3
-0.395554,51.497736,1,1,6,17,5,6,30,4,1,1,1,3
-0.292878,51.531177,1,1,6,7,3,1,30,1,1,1,1,2
-0.358385,51.509721,2,2,1,23,3,3,30,4,2,2,1,3
-0.353231,51.524756,2,1,6,13,3,6,30,1,2,2,1,3
-0.386223,51.509028,1,1,1,17,6,6,30,4,1,1,1,2
-0.261666,51.517859,2,1,7,6,3,3,40,4,2,2,1,3
-0.263697,51.521306,2,1,2,17,3,6,30,4,1,1,1,3
-0.375913,51.511224,3,1,4,19,3,6,30,4,1,1,1,3
-0.358363,51.554413,1,1,6,17,3,6,30,4,1,1,1,2
-0.351795,51.528602,2,1,3,14,3,6,30,1,1,1,1,3
-0.400754,51.497357,2,2,3,12,5,1,30,1,1,1,1,3
-0.351487,51.529138,2,1,2,8,3,6,30,1,1,1,1,3
-0.27085,51.49992,2,2,3,9,6,6,30,1,1,1,1,3
-0.365074,51.495966,3,1,4,23,3,6,30,4,1,2,1,3
-0.337441,51.515001,2,1,5,9,5,6,30,1,1,1,1,3
-0.360283,51.553181,2,1,2,16,3,6,30,4,1,1,1,3
-0.349103,51.435582,2,1,4,13,4,6,30,1,1,1,1,3
-0.263697,51.521306,2,1,6,18,3,3,40,4,1,1,1,2
-0.340471,51.534737,2,1,7,4,3,3,30,4,1,1,1,3
-0.261117,51.517131,3,1,1,0,3,3,40,4,1,1,1,3
-0.380383,51.543658,4,1,5,19,3,3,30,4,2,2,1,3
-0.292654,51.529465,3,1,7,10,3,1,30,1,1,1,1,3
-0.292336,51.526403,2,1,5,18,3,7,40,4,2,2,1,3
-0.374812,51.521909,2,1,4,12,5,6,30,1,1,1,1,3
-0.291896,51.511199,1,1,3,19,3,6,30,4,2,2,1,3
-0.373637,51.526569,3,2,3,18,5,6,30,4,1,1,1,3
-0.253305,51.506584,1,1,7,19,3,6,40,4,1,1,1,2
-0.27745,51.50829,1,1,6,18,3,6,30,4,1,1,1,3
-0.33657,51.550779,2,1,1,19,6,6,30,4,2,2,1,3
-0.328007,51.528625,2,1,2,17,4,6,30,1,1,1,1,3
-0.338568,51.527606,1,1,6,12,4,6,40,1,1,1,1,2
-0.387542,51.500233,2,1,1,16,5,6,30,1,1,1,1,3
-0.285219,51.50094,2,1,1,5,3,3,30,4,2,2,1,3
-0.303335,51.513613,1,1,7,12,3,6,30,1,1,1,1,3
-0.375603,51.515895,2,1,2,12,5,6,30,1,1,1,1,3
-0.377541,51.54245,3,1,4,8,3,1,30,1,1,2,1,3
-0.270296,51.506926,1,1,7,2,3,6,30,4,1,2,1,3
-0.380051,51.532683,2,1,7,13,4,6,30,1,1,2,1,3
-0.336957,51.512476,2,1,3,9,5,6,30,1,1,1,1,3
-0.394681,51.534862,2,1,7,13,4,6,30,1,2,2,1,3
-0.381484,51.541066,3,1,7,13,3,3,30,1,1,1,1,3
-0.398101,51.515485,2,1,7,14,3,3,30,1,2,2,1,3
-0.343082,51.542238,2,1,5,18,3,6,30,4,2,2,1,3
-0.37626,51.541983,5,1,4,19,3,3,30,4,2,2,1,3
-0.334383,51.531684,1,1,7,15,6,6,30,1,1,1,1,2
-0.352702,51.527446,1,1,3,0,4,6,30,4,1,4,1,3
-0.37184,51.532479,2,1,3,18,4,1,30,4,2,2,1,3
-0.379187,51.532671,4,1,3,16,4,6,30,1,2,2,1,3
-0.370747,51.510612,4,2,2,13,3,6,30,1,1,1,1,3
-0.354935,51.517496,2,1,3,8,3,6,30,1,1,1,1,3
-0.29263,51.530094,2,1,5,7,3,1,30,1,1,1,1,3
-0.37725,51.542536,2,1,3,8,3,3,30,1,1,1,1,3
-0.306856,51.531379,2,1,7,10,3,6,30,1,1,1,1,3
-0.31952,51.516364,2,2,7,9,6,1,30,1,1,1,1,3
-0.389561,51.53695,4,1,7,19,3,3,30,4,2,2,1,3
-0.37929,51.513518,2,1,4,20,6,6,30,4,1,1,1,3
-0.284781,51.501114,1,1,3,7,3,6,30,1,3,3,1,3
-0.302953,51.516126,1,2,1,13,4,6,30,1,1,1,1,3
-0.279468,51.504453,2,1,5,12,3,6,30,1,1,1,1,3
-0.370183,51.546574,1,1,1,12,3,6,30,1,1,1,1,3
-0.345133,51.541368,1,1,3,11,6,6,30,1,1,1,1,3
-0.270156,51.506834,1,1,6,16,3,6,30,1,1,1,1,3
-0.30384,51.531066,4,1,6,19,3,3,40,4,1,1,1,3
-0.283095,51.522941,2,1,5,18,6,6,30,1,1,1,1,3
-0.391873,51.536802,1,1,6,12,4,6,30,1,2,2,1,3
-0.380223,51.544106,2,2,3,8,6,7,30,1,1,1,1,3
-0.273156,51.507507,3,1,5,9,6,6,30,1,1,1,1,3
-0.364331,51.428152,2,1,6,20,3,6,30,1,1,1,1,3
-0.370776,51.546133,3,1,6,9,3,3,30,1,2,2,1,3
-0.381639,51.491969,2,1,2,6,5,6,30,1,1,1,1,3
-0.29322,51.529743,4,2,7,20,3,2,30,4,1,1,1,3
-0.304524,51.512641,2,1,2,15,4,6,30,1,1,1,1,3
-0.26901,51.506637,1,1,7,18,3,6,30,4,1,1,1,3
-0.350608,51.533531,1,1,4,11,6,1,30,1,1,1,1,3
-0.378364,51.507121,2,1,6,14,3,3,30,1,1,1,1,3
-0.324835,51.508976,1,1,3,12,6,6,30,1,1,1,1,3
-0.297727,51.513262,2,1,2,16,3,3,30,1,1,1,1,3
-0.397593,51.542276,1,1,2,16,3,6,30,4,1,1,1,3
-0.271191,51.528971,2,1,5,12,5,6,30,1,1,1,1,3
-0.268693,51.514995,1,1,3,19,3,6,30,4,1,1,1,3
-0.37121,51.521859,2,1,1,18,5,6,30,4,1,1,1,3
-0.320777,51.533108,2,1,2,19,3,6,30,4,1,1,1,3
-0.253688,51.526733,3,1,4,9,3,6,30,1,1,1,1,3
-0.338316,51.534527,2,1,6,16,3,3,30,4,1,1,1,3
-0.316574,51.549324,2,1,1,7,3,6,30,1,1,1,1,3
-0.293548,51.532535,1,1,1,15,6,6,30,1,1,1,1,3
-0.37486,51.548887,2,1,6,16,5,6,30,4,1,1,1,3
-0.266393,51.503451,2,1,4,1,4,3,30,4,2,2,1,3
-0.352784,51.537159,2,1,2,16,3,3,50,1,1,1,1,3
-0.368921,51.525425,3,1,5,14,6,6,30,1,1,1,1,3
-0.34618,51.536347,2,1,2,8,3,1,30,1,1,1,1,3
-0.253521,51.512253,1,1,5,17,5,6,30,4,1,1,1,3
-0.352417,51.527352,1,1,1,21,3,6,30,4,1,1,1,3
-0.292073,51.514169,2,1,2,7,3,6,30,1,1,1,1,3
-0.343082,51.542238,2,1,5,14,3,6,30,1,1,1,1,3
-0.268844,51.514818,2,1,5,13,3,6,30,1,1,1,1,3
-0.249266,51.506704,2,1,5,15,3,6,30,1,1,1,1,3
-0.292647,51.529645,2,1,5,17,3,3,30,4,1,1,1,3
-0.348476,51.536649,2,1,3,14,6,6,30,1,1,1,1,3
-0.378544,51.542644,2,1,7,20,3,3,30,4,2,2,1,3
-0.367812,51.532243,2,1,6,17,4,6,30,4,1,1,1,3
-0.362442,51.529201,6,1,6,15,4,6,30,1,1,1,1,3
-0.376655,51.498465,2,1,5,21,3,6,30,4,1,1,1,3
-0.375203,51.519037,2,2,4,8,5,6,30,1,1,1,1,3
-0.322555,51.516138,1,1,4,18,6,6,30,4,1,1,1,2
-0.258576,51.515745,2,1,6,19,3,3,30,4,1,1,1,3
-0.337369,51.509065,2,1,4,11,6,6,30,1,1,1,1,3
-0.381806,51.511665,1,1,7,16,3,7,30,1,2,2,1,2
-0.292033,51.511381,2,1,5,7,3,3,50,4,2,2,1,3
-0.37983,51.530791,1,1,1,19,6,6,30,4,1,1,1,2
-0.299151,51.513733,2,1,5,8,3,6,30,1,1,1,1,3
-0.319508,51.512767,2,1,4,23,4,6,30,4,1,1,1,3
-0.29322,51.529743,1,1,3,9,3,3,40,1,1,1,1,2
-0.37486,51.548887,2,1,2,7,5,6,30,1,1,1,1,3
-0.287612,51.510147,1,1,7,21,3,6,30,4,1,1,1,3
-0.321828,51.516307,3,1,2,19,4,6,30,4,1,1,1,3
-0.327243,51.49831,1,1,4,15,3,6,30,1,1,1,1,3
-0.383394,51.499367,1,1,4,19,5,6,30,4,2,2,1,3
-0.385382,51.512433,1,1,4,12,3,6,30,1,2,2,1,3
-0.292177,51.511383,2,1,1,20,3,3,30,4,1,1,1,3
-0.30562,51.494762,1,1,7,21,4,6,30,4,1,1,1,3
-0.306951,51.501616,1,1,6,16,4,6,30,1,1,1,1,3
-0.328275,51.509475,1,1,2,14,3,3,30,1,1,1,1,3
-0.310453,51.512097,2,1,4,15,3,3,30,1,1,1,1,3
-0.339671,51.521058,2,1,6,13,5,6,30,1,1,1,1,3
-0.292362,51.529551,2,1,2,18,3,6,30,4,1,1,1,3
-0.366387,51.531774,2,2,2,21,4,6,30,4,1,1,1,3
-0.375722,51.532803,2,1,4,18,4,6,30,1,1,1,1,3
-0.310446,51.512277,2,1,6,3,3,6,30,4,1,1,1,3
-0.382368,51.540538,2,1,3,23,3,3,30,4,1,1,1,3
-0.334793,51.504622,2,1,5,23,3,6,30,4,1,1,1,3
-0.355511,51.509501,2,1,5,16,3,6,30,1,1,1,1,3
-0.370036,51.546662,2,1,5,21,3,6,30,4,1,1,1,3
-0.30891,51.514863,1,1,4,9,6,6,30,1,1,1,1,3
-0.283173,51.501719,2,1,2,13,3,6,30,1,2,2,1,3
-0.292563,51.528025,2,1,3,11,3,6,30,1,2,2,1,3
-0.312883,51.497025,1,1,4,20,4,6,30,4,1,1,1,3
-0.325447,51.496216,2,1,6,8,3,6,30,1,1,1,1,3
-0.363953,51.515194,2,1,5,20,5,6,30,4,2,2,1,3
-0.381233,51.511567,1,1,5,10,3,6,30,1,1,1,1,3
-0.385241,51.512342,2,1,4,17,3,6,30,1,1,1,1,3
-0.381999,51.502136,1,2,1,11,5,6,30,1,1,1,1,3
-0.319569,51.515016,1,1,6,20,6,6,30,4,1,1,1,3
-0.381411,51.502487,2,1,2,13,5,6,30,1,2,2,1,3
-0.312883,51.497025,2,1,7,16,4,6,30,1,1,1,1,3
-0.347039,51.508662,2,1,5,10,3,3,30,1,1,1,1,3
-0.331849,51.518159,2,1,7,18,6,6,30,1,1,1,1,3
-0.305531,51.504922,1,1,7,7,4,3,30,1,1,1,1,3
-0.294081,51.529845,3,1,1,14,3,3,40,1,1,1,1,3
-0.267901,51.528293,2,1,2,17,4,6,30,1,1,1,1,3
-0.360218,51.554978,1,1,1,14,3,1,30,1,1,1,1,3
-0.285075,51.500938,3,2,2,11,3,3,30,1,1,1,1,3
-0.261703,51.509317,2,1,4,13,6,6,30,1,2,2,1,3
-0.267714,51.506618,1,2,2,21,3,6,30,4,1,1,1,3
-0.354935,51.517496,1,1,5,15,3,6,30,1,1,1,1,3
-0.384368,51.545152,2,1,6,23,3,3,70,4,1,1,1,3
-0.37477,51.510938,2,1,7,12,3,6,30,1,1,1,1,3
-0.307666,51.497849,1,1,4,0,4,6,30,4,1,1,1,2
-0.367004,51.554803,2,1,6,17,6,6,30,1,2,2,1,3
-0.27101,51.507116,2,1,4,17,3,6,30,1,1,1,1,3
-0.401251,51.516068,2,2,4,11,3,1,30,1,1,1,1,3
-0.379046,51.532579,2,3,1,12,6,6,30,1,1,1,1,3
-0.327261,51.552894,2,1,6,7,3,6,30,1,1,1,1,3
-0.325267,51.508983,1,1,4,17,6,6,30,1,1,1,1,3
-0.296212,51.534552,2,1,1,0,3,6,30,4,1,1,1,3
-0.270853,51.51125,1,1,4,7,3,6,30,1,2,2,1,2
-0.379055,51.532309,1,1,3,17,6,6,30,1,1,1,1,3
-0.374354,51.510483,2,2,1,17,6,6,30,4,1,1,1,3
-0.366749,51.509568,2,1,7,14,6,6,30,1,1,1,1,3
-0.382231,51.544403,3,2,4,11,3,3,40,1,1,1,1,3
-0.339781,51.553702,2,1,3,19,3,6,30,1,1,1,1,3
-0.339604,51.550642,2,1,4,19,3,6,30,4,2,2,1,3
-0.372007,51.531852,1,1,2,14,5,6,30,1,1,1,1,3
-0.393295,51.537361,2,1,1,12,4,6,30,1,1,1,1,2
-0.337903,51.553765,2,1,5,14,3,6,30,1,1,1,1,3
-0.308273,51.516472,1,1,6,8,4,6,30,1,1,1,1,3
-0.260088,51.506325,2,1,2,15,3,6,30,1,1,1,1,3
-0.266277,51.506507,2,1,5,21,3,6,30,4,1,1,1,3
-0.351556,51.52725,1,1,4,14,4,6,30,1,1,1,1,3
-0.345417,51.537505,2,1,6,16,3,6,30,1,2,2,1,3
-0.39145,51.536527,2,1,2,11,4,6,30,1,1,1,1,3
-0.262936,51.495846,2,1,3,8,4,6,30,1,1,2,1,3
-0.306555,51.500621,2,1,5,16,4,6,30,1,1,1,1,3
-0.321059,51.533292,2,1,1,20,4,6,30,4,2,2,1,3
-0.354902,51.518395,2,1,5,10,3,6,30,1,1,1,1,3
-0.29175,51.522797,2,1,3,9,3,6,40,1,1,1,1,3
-0.357722,51.556202,2,2,2,8,6,6,30,1,2,2,1,3
-0.378175,51.532747,2,1,7,0,4,6,30,4,1,1,1,3
-0.276157,51.508181,1,2,4,11,3,6,30,1,1,1,1,3
-0.250134,51.506627,1,1,4,11,3,6,30,1,1,1,1,3
-0.335408,51.507508,2,1,2,14,6,6,30,1,1,1,1,3
-0.29211,51.513181,2,1,6,18,3,6,30,4,1,1,1,3
-0.257866,51.515465,2,2,2,6,3,3,50,1,2,2,1,3
-0.257729,51.515283,2,1,4,16,3,3,40,1,1,1,1,3
-0.355458,51.514985,1,1,3,18,3,6,30,1,1,1,1,3
-0.291815,51.509489,1,1,1,13,3,6,30,1,1,1,1,3
-0.291747,51.522887,3,1,2,15,3,6,30,1,1,1,1,3
-0.346885,51.50893,2,1,5,18,6,6,30,4,1,1,1,3
-0.377541,51.54245,2,1,4,12,3,2,30,1,1,1,1,3
-0.266702,51.502916,1,1,3,18,5,6,30,1,1,1,1,3
-0.329987,51.533599,2,1,4,0,3,3,30,4,1,1,1,3
-0.317673,51.499971,2,2,2,7,6,6,30,1,2,2,1,3
-0.352898,51.52601,2,1,1,15,3,6,30,1,1,1,1,3
-0.390473,51.535614,2,1,3,11,3,1,30,1,2,2,1,3
-0.35349,51.553535,2,2,1,21,6,6,30,4,2,2,1,3
-0.297948,51.530531,1,1,6,14,3,3,40,1,1,1,1,3
-0.397294,51.4974,2,1,6,13,5,6,30,1,1,1,1,3
-0.327264,51.509551,2,1,3,16,3,6,30,4,2,2,1,3
